index,Reliability,chemicalFormula Clean
1022.0,1.0,Te1O2
1448.5,1.0,Th1O2
287.5,1.0,Ti1O2
295.0,1.0,Ti1S2
297.0,1.0,Ti1S3
299.0,1.0,Ti1Se2
296.0,1.0,Ti2S3
1309.0,1.0,Tl1Br1
1298.0,1.0,Tl1Cl1
1291.0,1.0,Tl1N3
1292.5,1.0,Tl2O3
1314.0,1.0,Tl2Te1
1195.0,1.0,Tm1As1
1456.0,1.0,U1O2
1455.0,1.0,UO
305.0,1.0,V1O2
304.0,1.0,V2O5
308.0,1.0,V4O7
1213.0,1.0,W1O3
1218.0,1.0,W1Se2
725.0,1.0,Y1N1
1200.0,1.0,Yb1As1
1196.0,1.0,Yb2O3
1198.0,1.0,YbS
441.0,1.0,Zn1As2
485.0,1.0,Zn1I2
424.0,1.0,Zn1O1
430.75,1.0,Zn1P2
453.5,1.0,Zn1Sb1
432.0,1.0,Zn3P2
455.0,1.0,Zn3Sb2
731.0,1.0,Zr1O2
736.0,1.0,Zr1S3
739.0,1.0,Zr1Se2
740.0,1.0,Zr1Se3
730.0,1.0,Zr3O1
728.0,1.0,ZrC
