index,Reliability,chemicalFormula Clean
285.0,1.0,Ti1C0.9
287.5,1.0,Ti1O2
295.0,1.0,Ti1S2
299.0,1.0,Ti1Se2
296.0,1.0,Ti2S3
1309.0,1.0,Tl1Br1
1298.0,1.0,Tl1Cl1
1291.0,1.0,Tl1N3
1302.0,1.0,Tl1Se1
1292.5,1.0,Tl2O3
1195.0,1.0,Tm1As1
1456.0,1.0,U1O2
1455.0,1.0,UO
303.0,1.0,V2O3
306.0,1.0,V2O4
304.0,1.0,V2O5
1213.0,1.0,W1O3
1216.0,1.0,W1S2
1218.0,1.0,W1Se2
1223.0,1.0,W1Te2
726.0,1.0,Y2O3
1200.0,1.0,Yb1As1
1201.0,1.0,Yb1Sb1
1198.0,1.0,YbS
441.0,1.0,Zn1As2
485.0,1.0,Zn1I2
424.0,1.0,Zn1O1
430.75,1.0,Zn1P2
434.0,1.0,Zn1S1
453.5,1.0,Zn1Sb1
432.0,1.0,Zn3P2
455.0,1.0,Zn3Sb2
456.0,1.0,Zn4Sb3
731.0,1.0,Zr1O2
736.0,1.0,Zr1S3
730.0,1.0,Zr3O1
729.0,1.0,Zr6O1
728.0,1.0,ZrC
