index,Reliability,chemicalFormula Clean
749.5,1.0,Mo1O3
754.5,1.0,Mo1S2
760.0,1.0,Mo1Te2
65.0,1.0,Na1Cl1
63.0,1.0,Na1F1
84.0,1.0,Na1I1
64.0,1.0,Na2S1
82.0,1.0,Na2Te1
76.0,1.0,Na3Sb1
741.0,1.0,Nb1O2
742.0,1.0,Nb2O5
745.0,1.0,Nb2S3
1116.0,1.0,Nd1As1
1110.0,1.0,Nd1B6
1114.0,1.0,Nd1F3
1113.0,1.0,Nd2O3
1115.0,1.0,Nd2S3
1120.0,1.0,Nd4Te7
389.0,1.0,Ni1As2
381.0,1.0,Ni1O1
385.0,1.0,Ni1P2
386.0,1.0,Ni1S1
387.0,1.0,Ni1S2
390.0,1.0,NiTe
1231.0,1.0,Os1As2
1229.0,1.0,Os1P2
1230.0,1.0,Os1S2
1232.0,1.0,Os1Sb2
218.5,1.0,P
222.0,1.0,P1As1
1367.0,1.0,Pb1Br2
1352.0,1.0,Pb1Cl2
1385.0,1.0,Pb1I2
1371.0,1.0,Pb1Te1
1325.0,1.0,Pb2O3
1328.0,1.0,Pb3O4
775.0,1.0,Pd1O1
777.0,1.0,Pd1P2
778.0,1.0,Pd1S1
779.0,1.0,Pd1S2
781.0,1.0,Pd1Se2
782.0,1.0,Pd1Te2
1103.0,1.0,Pr1As1
1096.0,1.0,Pr1B6
1101.0,1.0,Pr1F3
1106.0,1.0,Pr1Sb1
1107.5,1.0,Pr1Te2
1098.0,1.0,Pr2O3
1104.0,1.0,Pr2Se3
1109.0,1.0,Pr2Te3
1241.0,1.0,Pt1As2
1239.0,1.0,Pt1S1
1240.0,1.0,Pt1S2
1244.0,1.0,Pt1Sb2
1243.0,1.0,Pt1Se2
699.0,1.0,Rb1Br1
694.0,1.0,Rb1Cl1
707.0,1.0,Rb2Te1
1225.0,1.0,Re1O3
1227.0,1.0,Re1S2
1228.0,1.0,Re1Se2
1226.0,1.0,Re1Si2
771.0,1.0,Rh2S3
766.0,1.0,Ru1As2
764.0,1.0,Ru1P2
767.0,1.0,Ru1Se2
769.0,1.0,Ru1Te2
1008.0,1.0,Sb0.605As0.395
1019.0,1.0,Sb1I3
997.0,1.0,Sb1Si1
994.0,1.0,Sb2O3
1016.0,1.0,Sb2Te3
279.0,1.0,Sc1N1
284.0,1.0,Sc2S3
673.0,1.0,Se
689.0,1.0,Se1Te1
199.0,1.0,Si
185.5,1.0,Si1C1
195.0,1.0,Si1O2
206.0,1.0,Si1P2
211.0,1.0,Si1Se2
213.0,1.0,Si1Sn1
215.5,1.0,Si1Te2
214.0,1.0,Si2Te3
192.0,1.0,Si3N4
1131.0,1.0,Sm1As1
1123.0,1.0,Sm1B6
1126.0,1.0,Sm1P1
1127.0,1.0,Sm1S1
1132.0,1.0,Sm1Se1
1136.0,1.0,Sm1Te1
1128.0,1.0,Sm2S3
1133.0,1.0,Sm2Se3
982.0,1.0,Sn1Br2
970.0,1.0,Sn1Cl2
993.0,1.0,Sn1I2
992.0,1.0,Sn1I4
948.5,1.0,Sn1O2
964.5,1.0,Sn1S2
971.5,1.0,Sn1Se2
987.0,1.0,Sn1Te1
716.0,1.0,Sr1O1
719.0,1.0,Sr1S1
721.0,1.0,Sr1Se1
723.0,1.0,Sr1Te1
1211.0,1.0,Ta2O5
1210.0,1.0,TaN
1169.0,1.0,Tb1O2
1170.0,1.0,Tb2O3
1171.0,1.0,Tb4O7
1023.0,1.0,Te
285.0,1.0,Ti1C0.9
287.5,1.0,Ti1O2
295.0,1.0,Ti1S2
297.0,1.0,Ti1S3
299.0,1.0,Ti1Se2
296.0,1.0,Ti2S3
1309.0,1.0,Tl1Br1
1302.0,1.0,Tl1Se1
1292.5,1.0,Tl2O3
1314.0,1.0,Tl2Te1
1313.0,1.0,Tl2Te3
1195.0,1.0,Tm1As1
1456.0,1.0,U1O2
1455.0,1.0,UO
305.0,1.0,V1O2
303.0,1.0,V2O3
306.0,1.0,V2O4
304.0,1.0,V2O5
308.0,1.0,V4O7
1213.0,1.0,W1O3
1216.0,1.0,W1S2
1218.0,1.0,W1Se2
1223.0,1.0,W1Te2
726.0,1.0,Y2O3
1200.0,1.0,Yb1As1
1201.0,1.0,Yb1Sb1
1196.0,1.0,Yb2O3
441.0,1.0,Zn1As2
424.0,1.0,Zn1O1
430.75,1.0,Zn1P2
434.0,1.0,Zn1S1
432.0,1.0,Zn3P2
456.0,1.0,Zn4Sb3
731.0,1.0,Zr1O2
740.0,1.0,Zr1Se3
730.0,1.0,Zr3O1
729.0,1.0,Zr6O1
728.0,1.0,ZrC
