index,Reliability,chemicalFormula Clean
369.0,1.0,Fe1Te2
486.0,1.0,Ga1N1
492.5,1.0,Ga1P1
546.0,1.0,Ga1Sb1
528.5,1.0,Ga1Se1
552.0,1.0,Ga1Te1
500.0,1.0,Ga2S3
553.5,1.0,Ga2Te3
1167.0,1.0,Gd1As1
1163.0,1.0,Gd1B6
1164.0,1.0,Gd1N1
1165.0,1.0,Gd2O3
585.5,1.0,Ge
596.5,1.0,Ge1As1
596.5,1.0,Ge1As2
613.0,1.0,Ge1I2
567.0,1.0,Ge1O2
578.0,1.0,Ge1S1
579.0,1.0,Ge1S2
599.5,1.0,Ge1Se1
606.0,1.0,Ge1Sn1
607.0,1.0,Ge1Te1
608.0,1.0,Ge1Te2
1203.0,1.0,Hf1O2
1205.0,1.0,Hf1S2
1205.0,1.0,Hf1S3
1208.5,1.0,Hf1Se2
1270.0,1.0,Hg1Br2
1250.0,1.0,Hg1O1
1254.5,1.0,Hg1S1
1265.0,1.0,Hg1Se1
1261.0,1.0,Hg2Cl2
1182.0,1.0,Ho1N1
1184.0,1.0,Ho2O3
1036.0,1.0,I
916.0,1.0,In1As1
901.0,1.0,In1N1
906.0,1.0,In1P1
913.0,1.0,In1S1
934.0,1.0,In1Sb1
923.5,1.0,In1Se1
902.5,1.0,In2O3
911.5,1.0,In2S3
927.0,1.0,In2Se3
940.5,1.0,In2Te3
914.0,1.0,In4S5
1234.0,1.0,Ir1S2
237.0,1.0,K1Br1
230.0,1.0,K2S1
251.0,1.0,K2Te1
246.0,1.0,K3Sb1
1072.0,1.0,La1B6
1077.0,1.0,La1F3
1082.0,1.0,La1Sb1
1075.0,1.0,La2O3
1083.0,1.0,La2Te3
1084.0,1.0,La3Te4
7.0,1.0,Li1Br1
10.0,1.0,Li1I1
15.0,1.0,Li3Bi1
9.0,1.0,Li3Sb1
1202.0,1.0,Lu2O3
89.0,1.0,Mg1O1
125.0,1.0,Mg1Se1
139.0,1.0,Mg1Te1
107.5,1.0,Mg2Ge1
97.5,1.0,Mg2Si1
123.0,1.0,Mg3As2
144.0,1.0,Mg3Bi2
105.0,1.0,Mg3P2
340.0,1.0,Mn1Al3
337.5,1.0,Mn1F2
351.0,1.0,Mn1I2
331.0,1.0,Mn1O1
343.0,1.0,Mn1S1
346.0,1.0,Mn1Se1
345.0,1.0,Mn1Se2
347.0,1.0,Mn1Te1
348.0,1.0,Mn1Te2
341.0,1.0,MnSi
760.0,1.0,Mo1Te2
65.0,1.0,Na1Cl1
63.0,1.0,Na1F1
84.0,1.0,Na1I1
64.0,1.0,Na2S1
71.0,1.0,Na2Se1
82.0,1.0,Na2Te1
76.0,1.0,Na3Sb1
741.0,1.0,Nb1O2
746.0,1.0,Nb1Se2
742.0,1.0,Nb2O5
745.0,1.0,Nb2S3
1110.0,1.0,Nd1B6
1114.0,1.0,Nd1F3
1119.0,1.0,Nd1Te2
1113.0,1.0,Nd2O3
1115.0,1.0,Nd2S3
389.0,1.0,Ni1As2
381.0,1.0,Ni1O1
386.0,1.0,Ni1S1
390.0,1.0,NiTe
1231.0,1.0,Os1As2
1229.0,1.0,Os1P2
1230.0,1.0,Os1S2
218.5,1.0,P
222.0,1.0,P1As1
1367.0,1.0,Pb1Br2
1352.0,1.0,Pb1Cl2
1320.0,1.0,Pb1N6
1323.0,1.0,Pb1O1
1355.0,1.0,Pb1Se1
1371.0,1.0,Pb1Te1
1325.0,1.0,Pb2O3
1328.0,1.0,Pb3O4
775.0,1.0,Pd1O1
777.0,1.0,Pd1P2
778.0,1.0,Pd1S1
779.0,1.0,Pd1S2
781.0,1.0,Pd1Se2
1103.0,1.0,Pr1As1
1101.0,1.0,Pr1F3
1097.0,1.0,Pr1O2
1106.0,1.0,Pr1Sb1
1107.5,1.0,Pr1Te2
1098.0,1.0,Pr2O3
1104.0,1.0,Pr2Se3
1109.0,1.0,Pr2Te3
1241.0,1.0,Pt1As2
1236.0,1.0,Pt1O2
1239.0,1.0,Pt1S1
1240.0,1.0,Pt1S2
1244.0,1.0,Pt1Sb2
1243.0,1.0,Pt1Se2
699.0,1.0,Rb1Br1
693.0,1.0,Rb1F1
1225.0,1.0,Re1O3
1227.0,1.0,Re1S2
1226.0,1.0,Re1Si2
772.0,1.0,Rh1S3
771.0,1.0,Rh2S3
764.0,1.0,Ru1P2
765.0,1.0,Ru1S2
768.0,1.0,Ru1Sb2
767.0,1.0,Ru1Se2
769.0,1.0,Ru1Te2
223.0,1.0,S
1014.0,1.0,Sb
1019.0,1.0,Sb1I3
997.0,1.0,Sb1Si1
994.0,1.0,Sb2O3
999.0,1.0,Sb2S3
1016.0,1.0,Sb2Te3
279.0,1.0,Sc1N1
280.0,1.0,Sc2O3
284.0,1.0,Sc2S3
673.0,1.0,Se
689.0,1.0,Se1Te1
690.0,1.0,Se3Te1
671.0,1.0,SeS
199.0,1.0,Si
185.5,1.0,Si1C1
195.0,1.0,Si1O2
206.0,1.0,Si1P2
211.0,1.0,Si1Se2
213.0,1.0,Si1Sn1
215.5,1.0,Si1Te2
214.0,1.0,Si2Te3
192.0,1.0,Si3N4
1123.0,1.0,Sm1B6
1126.0,1.0,Sm1P1
1127.0,1.0,Sm1S1
1132.0,1.0,Sm1Se1
1136.0,1.0,Sm1Te1
1124.0,1.0,Sm2O3
1133.0,1.0,Sm2Se3
984.0,1.0,Sn
970.0,1.0,Sn1Cl2
992.0,1.0,Sn1I4
948.5,1.0,Sn1O2
966.0,1.0,Sn1S1
964.5,1.0,Sn1S2
971.5,1.0,Sn1Se2
987.0,1.0,Sn1Te1
716.0,1.0,Sr1O1
719.0,1.0,Sr1S1
721.0,1.0,Sr1Se1
723.0,1.0,Sr1Te1
1211.0,1.0,Ta2O5
1169.0,1.0,Tb1O2
1170.0,1.0,Tb2O3
1171.0,1.0,Tb4O7
1023.0,1.0,Te
1022.0,1.0,Te1O2
285.0,1.0,Ti1C0.9
295.0,1.0,Ti1S2
299.0,1.0,Ti1Se2
1309.0,1.0,Tl1Br1
1298.0,1.0,Tl1Cl1
1291.0,1.0,Tl1N3
1302.0,1.0,Tl1Se1
1292.5,1.0,Tl2O3
1313.0,1.0,Tl2Te3
1456.0,1.0,U1O2
1455.0,1.0,UO
305.0,1.0,V1O2
303.0,1.0,V2O3
304.0,1.0,V2O5
1213.0,1.0,W1O3
1216.0,1.0,W1S2
1218.0,1.0,W1Se2
1223.0,1.0,W1Te2
725.0,1.0,Y1N1
726.0,1.0,Y2O3
1201.0,1.0,Yb1Sb1
1196.0,1.0,Yb2O3
1198.0,1.0,YbS
485.0,1.0,Zn1I2
430.75,1.0,Zn1P2
434.0,1.0,Zn1S1
453.5,1.0,Zn1Sb1
455.0,1.0,Zn3Sb2
456.0,1.0,Zn4Sb3
731.0,1.0,Zr1O2
736.0,1.0,Zr1S3
739.0,1.0,Zr1Se2
740.0,1.0,Zr1Se3
730.0,1.0,Zr3O1
729.0,1.0,Zr6O1
728.0,1.0,ZrC
