index,Reliability,chemicalFormula Clean
782.0,1.0,Pd1Te2
1103.0,1.0,Pr1As1
1101.0,1.0,Pr1F3
1097.0,1.0,Pr1O2
1106.0,1.0,Pr1Sb1
1098.0,1.0,Pr2O3
1104.0,1.0,Pr2Se3
1109.0,1.0,Pr2Te3
1241.0,1.0,Pt1As2
1236.0,1.0,Pt1O2
1239.0,1.0,Pt1S1
1240.0,1.0,Pt1S2
1244.0,1.0,Pt1Sb2
1243.0,1.0,Pt1Se2
694.0,1.0,Rb1Cl1
693.0,1.0,Rb1F1
708.0,1.0,Rb1I1
707.0,1.0,Rb2Te1
703.0,1.0,Rb3Sb1
1225.0,1.0,Re1O3
1227.0,1.0,Re1S2
1228.0,1.0,Re1Se2
1226.0,1.0,Re1Si2
771.0,1.0,Rh2S3
768.0,1.0,Ru1Sb2
767.0,1.0,Ru1Se2
769.0,1.0,Ru1Te2
223.0,1.0,S
1014.0,1.0,Sb
1008.0,1.0,Sb0.605As0.395
1019.0,1.0,Sb1I3
997.0,1.0,Sb1Si1
279.0,1.0,Sc1N1
284.0,1.0,Sc2S3
673.0,1.0,Se
689.0,1.0,Se1Te1
671.0,1.0,SeS
185.5,1.0,Si1C1
195.0,1.0,Si1O2
206.0,1.0,Si1P2
211.0,1.0,Si1Se2
213.0,1.0,Si1Sn1
215.5,1.0,Si1Te2
214.0,1.0,Si2Te3
192.0,1.0,Si3N4
1131.0,1.0,Sm1As1
1127.0,1.0,Sm1S1
1124.0,1.0,Sm2O3
1128.0,1.0,Sm2S3
1133.0,1.0,Sm2Se3
984.0,1.0,Sn
970.0,1.0,Sn1Cl2
993.0,1.0,Sn1I2
948.5,1.0,Sn1O2
966.0,1.0,Sn1S1
964.5,1.0,Sn1S2
971.5,1.0,Sn1Se2
987.0,1.0,Sn1Te1
719.0,1.0,Sr1S1
721.0,1.0,Sr1Se1
723.0,1.0,Sr1Te1
1212.0,1.0,Ta1S2
1211.0,1.0,Ta2O5
1210.0,1.0,TaN
1170.0,1.0,Tb2O3
1023.0,1.0,Te
1022.0,1.0,Te1O2
1448.5,1.0,Th1O2
285.0,1.0,Ti1C0.9
287.5,1.0,Ti1O2
295.0,1.0,Ti1S2
297.0,1.0,Ti1S3
299.0,1.0,Ti1Se2
296.0,1.0,Ti2S3
1309.0,1.0,Tl1Br1
1298.0,1.0,Tl1Cl1
1291.0,1.0,Tl1N3
1302.0,1.0,Tl1Se1
1292.5,1.0,Tl2O3
1313.0,1.0,Tl2Te3
1195.0,1.0,Tm1As1
1456.0,1.0,U1O2
305.0,1.0,V1O2
306.0,1.0,V2O4
304.0,1.0,V2O5
308.0,1.0,V4O7
1213.0,1.0,W1O3
1216.0,1.0,W1S2
1218.0,1.0,W1Se2
1223.0,1.0,W1Te2
725.0,1.0,Y1N1
726.0,1.0,Y2O3
1200.0,1.0,Yb1As1
1201.0,1.0,Yb1Sb1
1196.0,1.0,Yb2O3
1198.0,1.0,YbS
441.0,1.0,Zn1As2
485.0,1.0,Zn1I2
424.0,1.0,Zn1O1
434.0,1.0,Zn1S1
453.5,1.0,Zn1Sb1
432.0,1.0,Zn3P2
455.0,1.0,Zn3Sb2
731.0,1.0,Zr1O2
736.0,1.0,Zr1S3
739.0,1.0,Zr1Se2
729.0,1.0,Zr6O1
728.0,1.0,ZrC
