index,Reliability,chemicalFormula Clean
295.0,1.0,Ti1S2
297.0,1.0,Ti1S3
299.0,1.0,Ti1Se2
296.0,1.0,Ti2S3
1298.0,1.0,Tl1Cl1
1291.0,1.0,Tl1N3
1302.0,1.0,Tl1Se1
1292.5,1.0,Tl2O3
1314.0,1.0,Tl2Te1
1313.0,1.0,Tl2Te3
1455.0,1.0,UO
305.0,1.0,V1O2
303.0,1.0,V2O3
306.0,1.0,V2O4
304.0,1.0,V2O5
308.0,1.0,V4O7
1213.0,1.0,W1O3
1218.0,1.0,W1Se2
725.0,1.0,Y1N1
726.0,1.0,Y2O3
1200.0,1.0,Yb1As1
1201.0,1.0,Yb1Sb1
1196.0,1.0,Yb2O3
1198.0,1.0,YbS
485.0,1.0,Zn1I2
424.0,1.0,Zn1O1
430.75,1.0,Zn1P2
434.0,1.0,Zn1S1
453.5,1.0,Zn1Sb1
455.0,1.0,Zn3Sb2
456.0,1.0,Zn4Sb3
736.0,1.0,Zr1S3
739.0,1.0,Zr1Se2
740.0,1.0,Zr1Se3
729.0,1.0,Zr6O1
728.0,1.0,ZrC
