index,Reliability,chemicalFormula Clean
329.0,1.0,CrTe
1046.0,1.0,Cs1Br1
1042.0,1.0,Cs1Cl1
1040.0,1.0,Cs1F1
1055.0,1.0,Cs1I1
1054.0,1.0,Cs2Te1
1045.0,1.0,Cs3As1
1060.0,1.0,Cs3Bi1
1049.0,1.0,Cs3Sb1
422.0,1.0,Cu1I1
391.0,1.0,Cu1N3
400.0,1.0,Cu1P2
393.0,1.0,Cu2O1
402.0,1.0,Cu2S1
411.0,1.0,Cu2Se1
417.0,1.0,Cu2Te1
1181.0,1.0,Dy1As1
1177.0,1.0,Dy2O3
1179.0,1.0,Dy2S3
1185.0,1.0,Er1B6
1190.0,1.0,Er1Se2
1188.0,1.0,Er2O3
1191.0,1.0,Er2Se3
1194.0,1.0,Er2Te3
1137.0,1.0,Eu1N1
1139.0,1.0,Eu1O1
1147.0,1.0,Eu1S1
1154.0,1.0,Eu1Se1
1141.0,1.0,Eu2O3
1146.0,1.0,Eu3P2
362.0,1.0,Fe1As2
371.0,1.0,Fe1I2
360.0,1.0,Fe1P2
361.0,1.0,Fe1S2
369.0,1.0,Fe1Te2
353.0,1.0,Fe2O3
368.0,1.0,Fe2Te3
511.0,1.0,Ga1As1
566.0,1.0,Ga1Bi1
486.0,1.0,Ga1N1
492.5,1.0,Ga1P1
499.0,1.0,Ga1S1
546.0,1.0,Ga1Sb1
552.0,1.0,Ga1Te1
490.0,1.0,Ga2O3
500.0,1.0,Ga2S3
553.5,1.0,Ga2Te3
1167.0,1.0,Gd1As1
1163.0,1.0,Gd1B6
1164.0,1.0,Gd1N1
1165.0,1.0,Gd2O3
585.5,1.0,Ge
596.5,1.0,Ge1As2
613.0,1.0,Ge1I2
578.0,1.0,Ge1S1
579.0,1.0,Ge1S2
599.5,1.0,Ge1Se1
601.5,1.0,Ge1Se2
606.0,1.0,Ge1Sn1
607.0,1.0,Ge1Te1
608.0,1.0,Ge1Te2
1203.0,1.0,Hf1O2
1205.0,1.0,Hf1S3
1208.5,1.0,Hf1Se2
1277.0,1.0,Hg1I2
1250.0,1.0,Hg1O1
1254.5,1.0,Hg1S1
1265.0,1.0,Hg1Se1
1271.0,1.0,Hg1Te1
1261.0,1.0,Hg2Cl2
1182.0,1.0,Ho1N1
1184.0,1.0,Ho2O3
1036.0,1.0,I
916.0,1.0,In1As1
906.0,1.0,In1P1
913.0,1.0,In1S1
934.0,1.0,In1Sb1
902.5,1.0,In2O3
925.5,1.0,In2Se1
927.0,1.0,In2Se3
940.5,1.0,In2Te3
914.0,1.0,In4S5
237.0,1.0,K1Br1
231.0,1.0,K1Cl1
227.5,1.0,K1F1
230.0,1.0,K2S1
251.0,1.0,K2Te1
246.0,1.0,K3Sb1
1072.0,1.0,La1B6
1077.0,1.0,La1F3
1082.0,1.0,La1Sb1
1075.0,1.0,La2O3
1080.0,1.0,La2Se3
1083.0,1.0,La2Te3
7.0,1.0,Li1Br1
6.0,1.0,Li1Cl1
10.0,1.0,Li1I1
9.0,1.0,Li3Sb1
89.0,1.0,Mg1O1
107.5,1.0,Mg2Ge1
141.0,1.0,Mg2Pb1
97.5,1.0,Mg2Si1
128.5,1.0,Mg2Sn1
123.0,1.0,Mg3As2
144.0,1.0,Mg3Bi2
105.0,1.0,Mg3P2
137.0,1.0,Mg3Sb2
340.0,1.0,Mn1Al3
337.5,1.0,Mn1F2
351.0,1.0,Mn1I2
331.0,1.0,Mn1O1
343.0,1.0,Mn1S1
346.0,1.0,Mn1Se1
345.0,1.0,Mn1Se2
348.0,1.0,Mn1Te2
341.0,1.0,MnSi
754.5,1.0,Mo1S2
760.0,1.0,Mo1Te2
72.0,1.0,Na1Br1
65.0,1.0,Na1Cl1
63.0,1.0,Na1F1
64.0,1.0,Na2S1
71.0,1.0,Na2Se1
82.0,1.0,Na2Te1
76.0,1.0,Na3Sb1
741.0,1.0,Nb1O2
746.0,1.0,Nb1Se2
742.0,1.0,Nb2O5
1116.0,1.0,Nd1As1
1110.0,1.0,Nd1B6
1114.0,1.0,Nd1F3
1119.0,1.0,Nd1Te2
1113.0,1.0,Nd2O3
1115.0,1.0,Nd2S3
1120.0,1.0,Nd4Te7
389.0,1.0,Ni1As2
385.0,1.0,Ni1P2
386.0,1.0,Ni1S1
387.0,1.0,Ni1S2
390.0,1.0,NiTe
1231.0,1.0,Os1As2
1229.0,1.0,Os1P2
1230.0,1.0,Os1S2
1232.0,1.0,Os1Sb2
218.5,1.0,P
222.0,1.0,P1As1
1367.0,1.0,Pb1Br2
1352.0,1.0,Pb1Cl2
1385.0,1.0,Pb1I2
1320.0,1.0,Pb1N6
1323.0,1.0,Pb1O1
1355.0,1.0,Pb1Se1
1371.0,1.0,Pb1Te1
1328.0,1.0,Pb3O4
775.0,1.0,Pd1O1
777.0,1.0,Pd1P2
778.0,1.0,Pd1S1
779.0,1.0,Pd1S2
780.0,1.0,Pd1Se1
781.0,1.0,Pd1Se2
782.0,1.0,Pd1Te2
1103.0,1.0,Pr1As1
1096.0,1.0,Pr1B6
1101.0,1.0,Pr1F3
1106.0,1.0,Pr1Sb1
1098.0,1.0,Pr2O3
1104.0,1.0,Pr2Se3
1109.0,1.0,Pr2Te3
1241.0,1.0,Pt1As2
1236.0,1.0,Pt1O2
1239.0,1.0,Pt1S1
1240.0,1.0,Pt1S2
1244.0,1.0,Pt1Sb2
699.0,1.0,Rb1Br1
693.0,1.0,Rb1F1
708.0,1.0,Rb1I1
707.0,1.0,Rb2Te1
703.0,1.0,Rb3Sb1
1227.0,1.0,Re1S2
1226.0,1.0,Re1Si2
772.0,1.0,Rh1S3
771.0,1.0,Rh2S3
766.0,1.0,Ru1As2
764.0,1.0,Ru1P2
768.0,1.0,Ru1Sb2
767.0,1.0,Ru1Se2
223.0,1.0,S
1014.0,1.0,Sb
1008.0,1.0,Sb0.605As0.395
1019.0,1.0,Sb1I3
994.0,1.0,Sb2O3
999.0,1.0,Sb2S3
1016.0,1.0,Sb2Te3
280.0,1.0,Sc2O3
284.0,1.0,Sc2S3
673.0,1.0,Se
689.0,1.0,Se1Te1
690.0,1.0,Se3Te1
671.0,1.0,SeS
199.0,1.0,Si
211.0,1.0,Si1Se2
213.0,1.0,Si1Sn1
215.5,1.0,Si1Te2
192.0,1.0,Si3N4
1126.0,1.0,Sm1P1
1127.0,1.0,Sm1S1
1132.0,1.0,Sm1Se1
1136.0,1.0,Sm1Te1
1124.0,1.0,Sm2O3
1128.0,1.0,Sm2S3
984.0,1.0,Sn
982.0,1.0,Sn1Br2
993.0,1.0,Sn1I2
992.0,1.0,Sn1I4
948.5,1.0,Sn1O2
966.0,1.0,Sn1S1
964.5,1.0,Sn1S2
971.5,1.0,Sn1Se2
987.0,1.0,Sn1Te1
719.0,1.0,Sr1S1
1212.0,1.0,Ta1S2
1169.0,1.0,Tb1O2
1170.0,1.0,Tb2O3
1171.0,1.0,Tb4O7
1023.0,1.0,Te
1022.0,1.0,Te1O2
1448.5,1.0,Th1O2
285.0,1.0,Ti1C0.9
287.5,1.0,Ti1O2
295.0,1.0,Ti1S2
299.0,1.0,Ti1Se2
296.0,1.0,Ti2S3
1309.0,1.0,Tl1Br1
1298.0,1.0,Tl1Cl1
1302.0,1.0,Tl1Se1
1292.5,1.0,Tl2O3
1314.0,1.0,Tl2Te1
1313.0,1.0,Tl2Te3
1195.0,1.0,Tm1As1
1456.0,1.0,U1O2
305.0,1.0,V1O2
303.0,1.0,V2O3
306.0,1.0,V2O4
304.0,1.0,V2O5
1213.0,1.0,W1O3
1216.0,1.0,W1S2
1218.0,1.0,W1Se2
1223.0,1.0,W1Te2
725.0,1.0,Y1N1
726.0,1.0,Y2O3
1201.0,1.0,Yb1Sb1
1196.0,1.0,Yb2O3
1198.0,1.0,YbS
441.0,1.0,Zn1As2
485.0,1.0,Zn1I2
424.0,1.0,Zn1O1
434.0,1.0,Zn1S1
432.0,1.0,Zn3P2
455.0,1.0,Zn3Sb2
456.0,1.0,Zn4Sb3
731.0,1.0,Zr1O2
739.0,1.0,Zr1Se2
740.0,1.0,Zr1Se3
729.0,1.0,Zr6O1
